b21,b22,b31,b32,b37,b58,b69,b70,b85,b92,b100,TS
847.478073,875.231274,1263.622119,1278.294174,1349.489597,1881.037132,2157.524488,2183.683579,2542.924456,2581.629962,2683.955666,8.875
610.8716569,627.5610065,906.7406235,913.7043836,981.2796329,1418.174395,1669.105238,1698.830669,2021.447856,2167.81247,2314.696313,1.65
618.9897567,635.9611076,922.5171255,927.4596671,955.7765685,1362.081626,1575.926857,1595.354353,1875.643086,1965.433899,2090.991997,1.45
829.1861396,839.6674136,1204.970871,1215.986236,1271.183259,1764.202305,1993.210467,2001.399968,2281.794334,2379.487676,2481.695743,8.2
486.2732143,502.9300325,747.299513,758.2150974,813.3560065,1220.163799,1469.92224,1496.166558,1802.105844,1967.182305,2099.931006,3.875
655.6645039,678.0822915,989.1607849,991.2098433,1044.071372,1514.338503,1727.373002,1757.919608,2054.547397,2153.868967,2301.581896,2.1
1232.986716,1260.739437,1680.326344,1686.06162,1763.653969,2292.600672,2506.717029,2535.15525,2699.15509,2773.040013,2823.400128,11.8
556.3026569,579.4290973,848.7426376,856.6782971,896.0670615,1313.671895,1557.314981,1583.541613,1959.682458,2028.330826,2171.332106,2.4
810.6969457,831.8395316,1210.470802,1217.337079,1298.594714,1828.486153,2164.131825,2185.358759,2576.984966,2719.381073,2828.863111,8.725
511.5329957,527.1235955,796.3101757,797.7865169,855.6567495,1225.483146,1485.619718,1513.363349,1831.972622,1970.716569,2051.003798,1.775
561.1478873,576.28121,841.7267926,851.6387644,906.7349552,1331.904289,1555.770967,1576.602433,1902.381562,2014.574264,2144.649808,4.475
629.6358601,650.2174395,947.7050166,948.3168223,1003.287071,1398.732394,1607.400063,1633.496281,1949.394524,2041.831302,2172.110777,3.9
644.5967716,672.8963444,994.1378383,1004.180567,1075.02532,1548.262542,1818.359392,1839.709289,2187.569869,2300.1812,2429.063934,2.175
938.0925779,974.2813736,1326.224719,1316.881627,1379.137838,1839.873239,2052.446115,2059.294034,2301.605159,2317.748536,2371.238171,4.95
938.7980154,964.0777849,1336.435019,1339.773848,1405.059059,1905.732554,2151.141805,2175.904449,2447.247919,2552.245198,2669.46927,9.0
1291.890048,1333.655217,1790.010273,1784.457303,1836.414125,2500.354414,2710.236918,2727.564526,2853.83756,2882.446388,2924.421188,5.775
540.3186688,555.8345779,823.8060065,830.2318182,895.1357143,1276.120617,1503.564935,1530.90974,1853.000487,1989.660552,2078.486039,1.9
680.0078425,692.8766005,981.7559219,1001.414693,1075.509283,1537.84219,1807.43726,1840.761044,2163.849392,2313.703425,2438.643086,1.675
673.5200064,697.9129321,1031.521607,1035.776729,1114.371639,1644.409891,1963.885563,1982.084507,2399.275288,2557.303457,2707.296895,4.125
804.5083227,815.796895,1159.84235,1165.886844,1221.914693,1673.613476,1892.138764,1914.555378,2275.422375,2300.791613,2346.596991,4.225
608.3754802,618.743758,884.3095391,902.7223111,969.0398528,1418.173976,1673.81274,1701.861556,2068.918054,2240.828265,2392.514885,1.65
844.9639885,862.1478873,1170.897247,1167.126921,1215.334027,1589.396447,1790.424136,1813.495999,2046.03009,2097.71975,2163.485115,10.2
846.0208067,875.7367157,1234.372439,1249.229834,1320.298816,1838.497279,2118.011844,2133.606274,2479.382202,2604.505442,2751.00144,6.825
1022.867068,1062.378857,1492.338819,1497.886374,1557.98006,2128.839215,2354.040513,2368.871973,2565.790157,2608.571768,2681.375218,8.55
969.3778809,995.0139245,1363.886044,1387.548015,1468.212868,2010.46767,2222.439821,2252.330026,2425.739437,2474.808739,2510.362516,8.225
569.412407,580.9139104,848.1253363,859.6896661,919.915493,1297.360342,1511.143061,1546.947618,1827.871657,1959.114417,2066.477924,2.3
592.614496,612.300997,896.3600253,903.2291502,963.3046368,1453.110777,1739.66213,1749.003007,2116.463523,2245.675898,2419.725589,2.175
651.5192277,668.7819275,952.4296566,969.8683336,1029.975154,1411.719576,1666.135464,1701.413357,1970.592815,2093.465263,2187.578256,4.625
953.4420546,982.8107544,1343.793419,1353.054735,1411.83114,1922.126645,2179.791332,2187.758748,2481.104334,2535.749278,2647.905618,6.45
1540.595664,1583.081975,2012.67938,2009.817218,2066.236588,2588.687134,2782.403228,2808.75724,3016.223295,2987.845545,2954.301788,6.05
749.6414853,776.4295775,1139.797855,1149.68806,1234.158451,1690.632522,1919.975512,1936.076344,2161.676697,2234.476793,2252.854994,4.525
675.8518753,704.2263016,1038.162367,1047.487261,1109.074062,1556.745846,1771.981801,1802.656749,2110.299414,2176.94746,2292.980693,3.475
669.2962494,682.4269663,962.0705808,975.040671,1027.607058,1451.523659,1703.708182,1708.687767,2037.357493,2129.261434,2268.184839,3.275
998.759443,1021.988316,1433.057298,1445.888284,1534.285851,2162.571383,2432.007042,2458.493438,2683.602913,2801.904449,2851.598271,11.2
750.2497231,775.8094635,1109.806298,1110.206995,1160.00269,1665.316031,1867.866909,1873.523975,2195.493907,2254.143377,2349.701219,1.625
676.3629962,683.5961908,966.7275928,988.0019206,1031.162612,1464.430218,1719.163572,1740.551536,2078.159731,2177.054417,2293.802817,2.25
1443.418019,1486.731656,1944.681981,1957.525487,2084.949351,2661.041071,2904.044968,2896.470292,3040.82711,3098.031981,3132.313799,6.45
743.9460627,774.3228233,1112.216229,1122.050736,1187.507362,1730.68806,2000.901889,2010.205506,2318.543054,2437.079385,2574.535051,2.125
1778.802017,1832.042254,2238.12356,2253.37548,2373.886204,2991.462068,3175.277689,3207.87596,3319.231274,3334.724872,3350.822663,7.575
707.5332792,736.6128247,1083.117045,1105.220942,1183.12711,1694.326136,1904.085065,1925.065909,2287.311851,2377.821916,2542.388149,3.0
639.9654289,658.8101793,967.5305698,973.2021447,1014.779609,1461.018406,1681.28233,1714.184699,2080.912292,2168.510883,2289.455986,4.825
584.344833,602.5266656,894.4975471,900.9531571,970.6068998,1396.290078,1699.622883,1722.670517,2041.542016,2221.627947,2357.953315,4.35
689.5057762,705.8732394,1020.592974,1027.259535,1068.222662,1538.752492,1788.545656,1814.661655,2202.151765,2276.95379,2388.575408,2.15
1047.689508,1074.011711,1462.681595,1475.664979,1536.657541,2082.885108,2360.290552,2375.575566,2663.437411,2752.488368,2849.932901,8.125
565.8185019,578.6760563,846.650128,847.762484,891.8447503,1281.707586,1520.043534,1547.683099,1913.573464,2003.323784,2131.600992,1.475
1250.320743,1280.168534,1723.733195,1730.528809,1803.645647,2443.201825,2637.986556,2649.995519,2837.742798,2849.572343,2876.669974,8.375
600.9090909,624.6192382,939.0774648,939.8725992,989.846831,1464.71719,1700.236556,1713.113636,2089.604513,2203.048816,2318.864917,1.325
