variant,band_name,count,frequency
HHO,b24,3,0.3
HHO,b66,2,0.2
HHO,b21,2,0.2
HHO,b38,2,0.2
HHO,b106,2,0.2
HHO,b71,2,0.2
HHO,b110,1,0.1
HHO,b55,1,0.1
HHO,b53,1,0.1
HHO,b79,1,0.1
HHO,b29,1,0.1
HHO,b46,1,0.1
HHO,b47,1,0.1
HHO,b111,1,0.1
HHO,b41,1,0.1
HHO,b107,1,0.1
HHO,b39,1,0.1
HHO,b78,1,0.1
HHO,b42,1,0.1
HHO,b95,1,0.1
HHO,b100,1,0.1
HHO,b52,1,0.1
HHO,b62,1,0.1
HHO,b26,1,0.1
HHO,b32,1,0.1
HHO,b77,1,0.1
HHO,b17,1,0.1
HHO,b56,1,0.1
SSAHHO,b49,3,0.3
SSAHHO,b107,3,0.3
SSAHHO,b104,2,0.2
SSAHHO,b32,2,0.2
SSAHHO,b62,2,0.2
SSAHHO,b24,2,0.2
SSAHHO,b95,1,0.1
SSAHHO,b30,1,0.1
SSAHHO,b42,1,0.1
SSAHHO,b29,1,0.1
SSAHHO,b81,1,0.1
SSAHHO,b43,1,0.1
SSAHHO,b105,1,0.1
SSAHHO,b28,1,0.1
SSAHHO,b77,1,0.1
SSAHHO,b80,1,0.1
SSAHHO,b63,1,0.1
SSAHHO,b39,1,0.1
SSAHHO,b71,1,0.1
SSAHHO,b22,1,0.1
SSAHHO,b23,1,0.1
SSAHHO,b26,1,0.1
SSAHHO,b27,1,0.1
